Device_Mac,AP_Mac,Up_Time,Down_Time,Duration
ca:f0:93:68:30:89,5869.6ccd.6bc4,2020-12-10 19:00:08,2020-12-10 20:00:00,3592
70:bb:e9:a2:28:f7,5869.6ccd.6f5c,2020-12-10 19:00:00,2020-12-10 18:59:55,-5
70:bb:e9:a2:28:f7,5869.6ccd.6f5c,2020-12-10 18:59:55,2020-12-10 19:00:07,12
70:bb:e9:a2:28:f7,5869.6ccd.6b54,2020-12-10 19:00:07,2020-12-10 19:00:19,12
70:bb:e9:a2:28:f7,5869.6ccd.6f46,2020-12-10 19:00:19,2020-12-10 19:00:25,6
70:bb:e9:a2:28:f7,5869.6ccd.6c46,2020-12-10 19:00:25,2020-12-10 19:01:01,36
70:bb:e9:a2:28:f7,5869.6ccd.6182,2020-12-10 19:01:01,2020-12-10 19:01:09,8
70:bb:e9:a2:28:f7,5869.6ccd.6ec0,2020-12-10 19:01:09,2020-12-10 19:20:35,1166
c8:14:51:6e:9b:e7,8005.885a.b3a2,2020-12-10 19:00:00,2020-12-10 18:59:55,-5
c8:14:51:6e:9b:e7,8005.885a.b3a2,2020-12-10 18:59:55,2020-12-10 19:00:12,17
c8:14:51:6e:9b:e7,8005.885a.b4ec,2020-12-10 19:00:12,2020-12-10 19:00:34,22
c8:14:51:6e:9b:e7,8005.885a.b48c,2020-12-10 19:00:34,2020-12-10 19:01:01,27
c8:14:51:6e:9b:e7,8005.885a.b558,2020-12-10 19:01:01,2020-12-10 20:00:00,3539
9c:28:f7:91:66:fb,0074.9ca8.09c6,2020-12-10 19:00:00,2020-12-10 18:59:55,-5
9c:28:f7:91:66:fb,0074.9ca8.09c6,2020-12-10 18:59:55,2020-12-10 19:00:29,34
9c:28:f7:91:66:fb,0074.9ca8.04e9,2020-12-10 19:00:29,2020-12-10 19:00:47,18
9c:28:f7:91:66:fb,0074.9ca8.03a9,2020-12-10 19:00:47,2020-12-10 19:00:58,11
9c:28:f7:91:66:fb,0074.9ca8.0246,2020-12-10 19:00:58,2020-12-10 19:01:13,15
9c:28:f7:91:66:fb,0074.9ca8.04df,2020-12-10 19:01:13,2020-12-10 19:01:25,12
9c:28:f7:91:66:fb,0074.9ca8.039f,2020-12-10 19:01:25,2020-12-10 19:01:37,12
9c:28:f7:91:66:fb,0074.9ca8.0985,2020-12-10 19:01:37,2020-12-10 19:02:09,32
9c:28:f7:91:66:fb,0074.9ca8.0971,2020-12-10 19:02:09,2020-12-10 19:02:18,9
9c:28:f7:91:66:fb,0074.9ca8.0985,2020-12-10 19:02:18,2020-12-10 19:02:46,28
9c:28:f7:91:66:fb,0074.9ca8.0877,2020-12-10 19:02:46,2020-12-10 19:14:03,677
7a:d8:09:6a:6b:ae,0074.9ca8.09d0,2020-12-10 19:00:00,2020-12-10 18:59:55,-5
7a:d8:09:6a:6b:ae,0074.9ca8.09d0,2020-12-10 18:59:55,2020-12-10 19:00:59,64
7a:d8:09:6a:6b:ae,0074.9ca8.09da,2020-12-10 19:00:59,2020-12-10 20:00:00,3541
24:da:33:eb:d9:f4,8005.885b.3016,2020-12-10 18:59:55,2020-12-10 19:00:02,7
24:da:33:eb:d9:f4,8005.885a.b3fc,2020-12-10 19:00:02,2020-12-10 19:05:13,311
24:da:33:eb:d9:f4,5869.6ccd.6ec0,2020-12-10 19:31:51,2020-12-10 19:32:03,12
24:da:33:eb:d9:f4,5869.6ccd.6ece,2020-12-10 19:32:03,2020-12-10 19:32:16,13
