Device_Mac,AP_Mac,Up_Time,Down_Time,Duration
34:36:3b:c6:4b:36,5869.6ccd.6d3c,2020-12-24 23:00:00,2020-12-24 22:59:59,-1
90:17:c8:e3:eb:63,5869.6cc9.db88,2020-12-24 23:00:00,2020-12-24 22:59:58,-2
90:17:c8:e3:eb:63,5869.6cc9.db88,2020-12-24 22:59:58,2020-12-25 00:00:00,3602
98:9c:57:93:33:77,5869.6ccd.6c8c,2020-12-24 23:00:00,2020-12-24 22:59:58,-2
98:9c:57:93:33:77,5869.6ccd.6c8c,2020-12-24 22:59:58,2020-12-24 23:03:43,225
98:9c:57:93:33:77,5869.6ccd.69ba,2020-12-24 23:03:43,2020-12-25 00:00:00,3377
9c:f5:31:19:14:7f,5869.6ccd.6c62,2020-12-24 23:00:00,2020-12-24 22:59:58,-2
3e:d0:8f:0c:2e:66,5869.6cc9.d932,2020-12-24 23:00:00,2020-12-24 22:59:58,-2
3e:d0:8f:0c:2e:66,5869.6cc9.d932,2020-12-24 22:59:58,2020-12-24 23:09:42,584
3e:d0:8f:0c:2e:66,5869.6cc9.d7f8,2020-12-24 23:09:42,2020-12-24 23:10:21,39
3e:d0:8f:0c:2e:66,5869.6cc9.d932,2020-12-24 23:10:21,2020-12-24 23:15:54,333
3e:d0:8f:0c:2e:66,5869.6cc9.d7f8,2020-12-24 23:15:54,2020-12-24 23:28:41,767
3e:d0:8f:0c:2e:66,5869.6cc9.d932,2020-12-24 23:28:41,2020-12-24 23:43:49,908
3e:d0:8f:0c:2e:66,5869.6cc9.d7f8,2020-12-24 23:43:49,2020-12-24 23:44:17,28
3e:d0:8f:0c:2e:66,5869.6cc9.d932,2020-12-24 23:44:17,2020-12-24 23:47:48,211
3e:d0:8f:0c:2e:66,5869.6cc9.d7f8,2020-12-24 23:47:48,2020-12-24 23:57:25,577
3e:d0:8f:0c:2e:66,5869.6cc9.d932,2020-12-24 23:57:25,2020-12-24 23:58:20,55
3e:d0:8f:0c:2e:66,5869.6cc9.d7f8,2020-12-24 23:58:20,2020-12-24 23:59:02,42
3e:d0:8f:0c:2e:66,5869.6cc9.d932,2020-12-24 23:59:02,2020-12-24 23:59:44,42
3e:d0:8f:0c:2e:66,5869.6cc9.d7f8,2020-12-24 23:59:44,2020-12-25 00:00:00,16
5e:cc:57:75:28:77,5869.6ca3.99b0,2020-12-24 22:59:58,2020-12-24 23:01:47,109
5e:cc:57:75:28:77,5869.6ca3.99b0,2020-12-24 23:02:35,2020-12-24 23:07:30,295
