Device_Mac,AP_Mac,Up_Time,Down_Time,Duration
00:1e:64:fb:cc:7d,219801A14D816AE05412,2020-12-27 00:02:31,2020-12-27 00:04:12,101
00:26:82:05:b0:3f,219801A14D816AE06368,2020-12-27 00:02:31,2020-12-27 00:04:12,101
00:27:15:54:87:2d,219801A14D816AE01742,2020-12-27 00:02:31,2020-12-27 00:04:12,101
00:27:15:87:37:1c,219801A14D816AE07113,2020-12-27 00:02:31,2020-12-27 00:04:12,101
00:28:f8:2e:a7:e8,219801A0WA9173Q03056,2020-12-27 00:02:31,2020-12-27 00:04:12,101
00:28:f8:ae:3c:2e,219801A14D816AE07215,2020-12-27 00:02:31,2020-12-27 00:04:12,101
00:42:38:79:04:8c,70BA-EFCF-ECC0,2020-12-27 00:02:02,2020-12-27 00:04:12,130
00:42:38:ac:b3:86,219801A14D816AE02916,2020-12-27 00:02:31,2020-12-27 00:04:12,101
00:45:e2:1d:76:35,70BA-EFCF-A260,2020-12-27 00:02:44,2020-12-27 00:04:12,88
00:5b:94:8d:e4:c4,219801A14D816AE06468,2020-12-27 00:02:31,2020-12-27 00:04:12,101
00:5b:94:90:c2:87,219801A14D816AE07209,2020-12-27 00:02:31,2020-12-27 00:04:12,101
00:5b:94:97:20:f6,219801A14D816AE01756,2020-12-27 00:02:31,2020-12-27 00:04:12,101
00:5b:94:9f:55:ee,219801A14D816AE02827,2020-12-27 00:02:31,2020-12-27 00:04:12,101
00:5b:94:9f:88:fd,210235A1GQC156001689,2020-12-27 00:02:31,2020-12-27 00:04:12,101
00:5b:94:a4:1e:70,70BA-EFCF-9FC0,2020-12-27 00:01:50,2020-12-27 00:04:12,142
00:5b:94:a6:2d:d9,219801A14D816AE05226,2020-12-27 00:02:31,2020-12-27 00:04:12,101
00:5b:94:a9:c5:ae,219801A14D816AE06793,2020-12-27 00:02:31,2020-12-27 00:04:12,101
00:5b:94:ca:b9:d5,219801A14D816AE03008,2020-12-27 00:02:31,2020-12-27 00:04:12,101
00:5b:94:cd:5f:47,219801A0WA9175Q14088,2020-12-27 00:02:31,2020-12-27 00:04:12,101
00:5b:94:cf:f8:b6,70BA-EFCB-FB20,2020-12-27 00:01:51,2020-12-27 00:04:12,141
00:5b:94:d2:c0:44,219801A14D816AE05364,2020-12-27 00:02:31,2020-12-27 00:04:12,101
