Device_Mac,AP_Mac,Up_Time,Down_Time,Duration
14:2d:27:f1:5c:6f,70BA-EFCB-A9C0,2020-12-29 10:23:42,2020-12-29 11:04:15,2433
28:cd:c4:c9:16:96,70BA-EFCB-7940,2020-12-29 10:58:13,2020-12-29 11:04:15,362
46:87:32:0b:c1:7c,70BA-EFCB-8EA0,2020-12-29 10:53:17,2020-12-29 11:04:15,658
4a:d3:ba:1d:00:c2,70BA-EFCF-EB00,2020-12-29 11:00:18,2020-12-29 11:04:15,237
4c:32:75:0a:f7:76,70BA-EFCB-AE60,2020-12-29 11:03:09,2020-12-29 11:04:15,66
5c:ba:ef:35:e1:49,70BA-EFCB-8D20,2020-12-29 10:04:31,2020-12-29 11:04:15,3584
5c:ea:1d:69:1f:80,70BA-EFCF-E9E0,2020-12-29 10:26:53,2020-12-29 11:04:15,2242
74:40:bb:a4:ab:1f,70BA-EFCB-85E0,2020-12-29 10:06:40,2020-12-29 11:04:15,3455
74:40:bb:ab:79:c5,703D-157A-2300,2020-12-29 10:19:12,2020-12-29 11:04:15,2703
74:d2:1d:98:29:d6,703D-157A-0660,2020-12-29 10:44:03,2020-12-29 11:04:15,1212
98:46:0a:6d:4f:ab,70BA-EFCB-9320,2020-12-29 10:09:24,2020-12-29 11:04:15,3291
9c:4f:da:74:15:0e,70BA-EFCB-ABA0,2020-12-29 10:56:56,2020-12-29 11:04:15,439
9c:d2:1e:fc:33:8b,70BA-EFCB-85C0,2020-12-29 10:15:13,2020-12-29 11:04:15,2942
a0:56:f3:dc:f9:6e,70BA-EFCB-B6E0,2020-12-29 10:24:05,2020-12-29 11:04:15,2410
ce:6e:13:4b:20:c3,70BA-EFCB-93C0,2020-12-29 10:27:45,2020-12-29 11:04:15,2190
de:95:0a:94:ea:f2,70BA-EFCB-F000,2020-12-29 11:03:30,2020-12-29 11:04:15,45
